code,Port Name,latitude,longitude,country_code,zone_code
ZADRU,De Rust,-33.4833,22.5333,ZA,AF-SAF
ZADUR,Durban,-29.85,31.0167,ZA,AF-SAF
ZACTP,Eastern Cape,-32.2833,26.4167,ZA,AF-SAF
ZAEBY,Elands Bay,-32.3,18.3167,ZA,AF-SAF
ZAGSF,Garsfontein,-25.7833,28.2833,ZA,AF-SAF
ZA3WC,Goudiniweg,-34.6,19.3167,ZA,AF-SAF
ZAIVI,Island View,-29.8833,31.0333,ZA,AF-SAF
ZAJTP,Jet Park,-26.1667,28.2333,ZA,AF-SAF
ZAKOS,Kenton-on-Sea,-33.6667,26.65,ZA,AF-SAF
ZA2WC,Klipheuwel,-33.7,18.7,ZA,AF-SAF
ZAKKN,Komkans,-31.2167,18.05,ZA,AF-SAF
ZAKOM,Kommetjie,-34.1333,18.3167,ZA,AF-SAF
ZAMD3,Madantsane,-32.95,27.7667,ZA,AF-SAF
ZANGG,New Germany,-29.8,30.8833,ZA,AF-SAF
ZANNL,Nottingham Road,-29.35,30,ZA,AF-SAF
ZAPNL,Paardeneiland,-33.9167,18.4667,ZA,AF-SAF
ZAPEN,Pennington,-30.3833,30.7,ZA,AF-SAF
ZAPED,Port Edward,-31.05,30.2167,ZA,AF-SAF
ZANGQ,Port of Ngqura,-33.7667,25.6667,ZA,AF-SAF
ZAJOH,Port Saint John's,-31.6333,29.5333,ZA,AF-SAF
ZARWC,Riebeek West,-33.35,18.8667,ZA,AF-SAF
ZA7WC,Riviersonderend,-34.15,19.9,ZA,AF-SAF
ZASHM,Robertsham,-26.245369,28.0154995,ZA,AF-SAF
ZAZE4,Sezela,-30.4167,30.6833,ZA,AF-SAF
ZASMN,Simon's Town,-34.1833,18.4333,ZA,AF-SAF
ZASNL,Southbroom,-30.9167,30.3167,ZA,AF-SAF
ZASTD,Strand,-34.1167,18.8333,ZA,AF-SAF
ZAWWC,Wemmershoek,-33.8667,19.0333,ZA,AF-SAF
ZAJNB,Port of Johannesburg,-26.2,28.08333333,ZA,AF-SAF
ZABWA,Botswana,-22.328474,24.684866,ZA,AF-SAF
ZADWK,De Waterkant,-33.9,18.417,ZA,AF-SAF
ZAELS,East London,-33.0291582,27.8545867,ZA,AF-SAF
ZAGTP,Pretoria,-25.7,28.21667,ZA,AF-SAF
ZAKUU,Kasulu,-4.567,30.1,ZA,AF-EAF
ZAPLZ,Port Elizabeth,-33.9608369,25.6022423,ZA,AF-SAF
ZARCB,Richards Bay,-28.7807276,32.0382856,ZA,AF-SAF
ZAZBA,Coega,-33.76667,25.66667,ZA,AF-SAF
ZMSIA,Siavonga,-16.5333,28.7167,ZM,AF-SAF
ZWFLU,Filabusi,-20.5333,29.2833,ZW,AF-SAF
ZWGWA,Gwanda,-20.9333,29,ZW,AF-SAF
ZWRSP,Rusape,-18.5333,32.1167,ZW,AF-SAF
ZWZMZ,Zimbabwe,-19.015438,29.154857,ZW,AF-SAF
ZWCHE,Chegutu,-18.133,30.15,ZW,AF-SAF
GHTEM,Tema,5.62967,0.010285,GH,AF-WAF
GHTKD,Takoradi,4.9015794,-1.7830973,GH,AF-WAF
NEIBF,Ibafo,6.75,3.41667,NE,AF-WAF
SDMBH,Marsa Bashayer,12.862807,30.217636,SD,AF-EAF
SDPZU,Port Sudan,19.5903471,37.1901616,SD,AF-EAF
STTMS,Sao Tome Island,0.2602568,6.6210611,ST,AF-WAF
ARGEO,Agrelo,-33.1167,-68.8833,AR,SA-WSA
ARACF,Arrecifes,-34.0833,-60.1167,AR,SA-ESA
ARBHI,Bahia Blanca,-38.7167,-62.2833,AR,SA-ESA
ARBUE,Buenos Aires,-34.5833,-58.6667,AR,SA-ESA
ARCLC,Caleta Cordoba,-45.7484597,-67.3776343,AR,SA-WSA
ARCMP,Campana,-34.15,-58.95,AR,SA-ESA
ARCHO,Chilecito,-29.1667,-67.5,AR,SA-WSA
ARCBS,Chimbas,-31.4833,-68.5333,AR,SA-WSA
ARCOL,Colon,-32.2167,-58.1333,AR,SA-ESA
ARCOU,Concepcion del Uruguay,-32.4833,-58.2333,AR,SA-ESA
ARIQO,Coquimbito,-32.9667,-68.75,AR,SA-WSA
ARDSU,Dock Sur,-34.65,-58.3333,AR,SA-ESA
ARGHU,Gualeguaychu,-33.0167,-58.5167,AR,SA-ESA
ARIBY,Ibicuy,-33.7333,-59.1667,AR,SA-ESA
ARBUI,Ingeniero Buitrago,-33.35,-60.1333,AR,SA-ESA
ARINW,Ingeniero White/Bahia Blanca,-38.7833,-62.2667,AR,SA-ESA
ARLPM,La Paz,-33.4667,-67.55,AR,SA-WSA
ARLPG,La Plata,-34.85,-57.8833,AR,SA-ESA
ARLPS,Las Palmas,-34.0167,-59.1167,AR,SA-ESA
ARLAV,Lavalle,-28.2,-65.1333,AR,SA-WSA
ARLUJ,Lujan,-34.5667,-59.1,AR,SA-ESA
ARLCU,Lujan de Cuyo,-33.05,-68.8667,AR,SA-WSA
ARLZG,Luzuriaga,-32.95,-68.8167,AR,SA-WSA
ARMDQ,Mar del Plata,-38.05,-57.5333,AR,SA-ESA
ARNOS,Molinos,-25.4167,-66.3167,AR,SA-WSA
AROVI,Olavarria,-36.8833,-60.3333,AR,SA-ESA
ARPP9,Pablo Podesta,-34.6,-58.5167,AR,SA-ESA
ARPRA,Parana,-31.7333,-60.5333,AR,SA-ESA
ARPMY,Puerto Madryn,-42.75,-65.0333,AR,SA-ESA
ARPRS,Puerto Rosales/Bahia Blanca,-38.9333,-62.0667,AR,SA-ESA
ARPCO,Punta Colorada,-41.7,-65,AR,SA-ESA
ARQBR,Quebracho/San Lorenzo,-32.65,-60.7167,AR,SA-ESA
ARQQN,Quequen,-38.5333,-58.7,AR,SA-ESA
ARRWO,Rawson,-43.3,-65.1,AR,SA-ESA
ARRGL,Rio Gallegos,-51.6333,-69.2167,AR,SA-WSA
ARRGA,Rio Grande,-53.7833,-67.7,AR,SA-WSA
ARRIV,Rivadavia,-33.1833,-68.4667,AR,SA-WSA
ARROS,Rosario,-32.95,-60.65,AR,SA-ESA
ARRFO,Rosario de la Frontera,-25.8,-64.9667,AR,SA-WSA
ARSCA,San Carlos,-33.7667,-69.0333,AR,SA-WSA
ARULA,San Julian,-49.3,-67.7167,AR,SA-WSA
ARSMR,San Martin,-33.0667,-68.4667,AR,SA-WSA
ARSNS,San Nicolas de los Arroyos,-33.3333,-60.2333,AR,SA-ESA
ARSPD,San Pedro,-33.6833,-59.1667,AR,SA-ESA
ARSSJ,San Salvador de Jujuy,-24.1833,-65.3,AR,SA-WSA
ARSSN,San Sebastian,-53.3,-68.4667,AR,SA-WSA
ARRZA,Santa Cruz,-50.0167,-68.4167,AR,SA-WSA
ARSFN,Santa Fe,-31.6,-60.6833,AR,SA-ESA
ARSTA,Santa Rosa,-33.25,-68.15,AR,SA-WSA
AROYO,Tres Arroyos,-38.3833,-60.2833,AR,SA-ESA
ARTUC,Tucuman,-26.8167,-65.2167,AR,SA-WSA
ARTUN,Tunuyan,-33.5667,-69.0167,AR,SA-WSA
ARUSH,Ushuaia,-54.8,-68.3,AR,SA-WSA
ARVLO,Vicente Lopez,-34.5167,-58.4833,AR,SA-ESA
ARVCN,Villa Constitucion,-33.2333,-60.3333,AR,SA-ESA
ARZAE,Zarate,-34.1,-59.0333,AR,SA-ESA
ARASO,Arroyo Seco,-33.133,-60.433,AR,SA-ESA
ARBQS,Barranqueras,-27.4822998,-58.9334106,AR,SA-ESA
ARBVC,Bella Vista,-28.5,-59.05,AR,SA-ESA
ARCDL,Candelaria,-27.45,-55.75,AR,SA-ESA
ARCHL,Choele Choel,-39.2879906,-65.6653976,AR,SA-WSA
ARCRY,Colonia Caroya,-31.0336304,-64.083252,AR,SA-ESA
ARCSA,Cabo San Antonio,-36.033,-56.567,AR,SA-ESA
ARCUA,Cuatreros/Bahia Blanca,-38.7025528,-62.3983345,AR,SA-ESA
ARDGU,Del Guazu,-33.9,-58.867,AR,SA-ESA
ARDME,Diamante,-32.0697098,-60.6378708,AR,SA-ESA
ARJLS,Jose Leon Suarez,-34.529389,-58.5734048,AR,SA-ESA
ARPAL,Puerto Alumbrera,-32.65,-60.75,AR,SA-ESA
ARPBG,Puerto Belgrano/Bahia Blanca,-38.8904419,-62.0980415,AR,SA-ESA
ARPCY,Pilcomayo,-25.3272942,-58.0982046,AR,SA-ESA
ARPEL,Puerto Eldorado,-26.35,-54.683,AR,SA-ESA
ARPGV,Puerto Galvan/Bahia Blanca,-38.778492,-62.3007698,AR,SA-ESA
ARPLA,Puerto Lavalle,-29.017,-59.183,AR,SA-ESA
ARPLO,Punta Loyola,-51.6191398,-69.0068739,AR,SA-WSA
ARPME,Punta Medanos,-36.833,-56.667,AR,SA-ESA
ARPQU,Punta Quilla,-50.1178962,-68.4139341,AR,SA-WSA
ARPWA,Puerto Wanda,-25.967,-54.6,AR,SA-ESA
ARRAM,Ramallo,-33.4864578,-60.0049095,AR,SA-ESA
ARRIC,Rio Cullen,-52.87771639,-68.71813786,AR,SA-WSA
ARROC,Puerto Ingeniero M. Rocca,-34.85,-57.933,AR,SA-ESA
ARRSF,Resinfor,-32.65,-60.733,AR,SA-ESA
ARSAE,San Antonio Este,-40.8,-64.733,AR,SA-ESA
ARSAL,Salto,-34.2934341,-60.2504234,AR,SA-ESA
ARSAN,Santa Ana,-27.333,-55.583,AR,SA-ESA
ARSFE,San Fernando,-34.4430618,-58.5579643,AR,SA-ESA
ARSIG,San Ignacio,-27.267,-55.567,AR,SA-ESA
ARSLO,San Lorenzo,-27.9166698,-64.4833298,AR,SA-WSA
ARSMA,San Martin,-32.717,-60.733,AR,SA-ESA
ARURD,Urdurrain,-32.683,-58.883,AR,SA-ESA
ARVHE,Villa Hernandarias,-31.233,-59.983,AR,SA-ESA
ARVMD,Villa Mercedes,-33.6754417,-65.4580688,AR,SA-WSA
ARVTT,Villa del Totoral,-30.7038841,-64.0653076,AR,SA-ESA
ARXPD,San Pedro,-33.682003,-59.6651649,AR,SA-ESA
BOCPB,Copacabana,-16.15,-69.0833,BO,SA-WSA
BOGUQ,Guaqui,-16.5833,-68.8667,BO,SA-WSA
BOHTJ,Huatajata,-16.1667,-68.7333,BO,SA-WSA
BOPBU,Puerto Busch,-20.0333,-57.9667,BO,SA-ESA
BOPPR,Puerto Perez,-16.2667,-68.6333,BO,SA-WSA
BOQJR,Puerto Quijarro,-17.7833,-57.7667,BO,SA-ESA
BOPUR,Puerto Rico,-16.290154,-63.588653,BO,SA-WSA
BOPSZ,Puerto Suarez,-18.95,-57.8,BO,SA-ESA
BORIB,Riberalta,-10.9833,-66.1,BO,SA-ESA
BORBQ,Rurrenabaque,-14.4667,-67.5667,BO,SA-WSA
BOTDD,Trinidad,-14.8333,-64.9,BO,SA-WSA
BOPTC,Puerto Carabuco,-15.75,-69.067,BO,SA-WSA
BRABT,Abaete,-19.15,-45.45,BR,SA-ESA
BRATB,Abaetetuba,-1.7,-48.9,BR,NAE-CEN
BRADL,Abelardo Luz,-26.5667,-52.3333,BR,SA-ESA
BRACX,Acu Pt/Sao Joao da Barra,-21.8333,-41,BR,SA-ESA
BRAGS,Alagoinhas,-12.1333,-38.4167,BR,SA-ESA
BRALH,Alhandra,-7.4333,-34.9,BR,SA-ESA
BRALP,Alpinopolis,-20.8667,-46.3833,BR,SA-ESA
BRALU,Alumar,-2.6667,-44.35,BR,NAE-CEN
BRADR,Angra dos Reis,-23,-44.3,BR,SA-ESA
BRARE,Areia Branca,-4.95,-37.1333,BR,SA-ESA
BRBUN,Barauna,-5.0833,-37.6167,BR,SA-ESA
BRRCH,Barra do Riacho Pt / Aracruz,-19.85,-40.05,BR,SA-ESA
BRBAR,Barra dos Coqueiros,-10.9,-37.05,BR,SA-ESA
BRBEL,Belem,-1.45,-48.5,BR,NAE-CEN
BRBVS,Breves,-1.6667,-50.4833,BR,NAE-CEN
BRCDO,Cabedelo Pt,-6.9667,-34.8333,BR,SA-ESA
BRCDM,Cachoeiras de Macacu,-22.4833,-42.65,BR,SA-ESA
BRCBU,Camboriu,-26.9833,-48.6333,BR,SA-ESA
BRCPI,Capivari,-23.0167,-47.5167,BR,SA-ESA
BRCAV,Casa Nova,-9.3833,-41.1667,BR,SA-ESA
BRCEA,Ceara-Mirim,-5.6333,-35.4167,BR,SA-ESA
BRCDA,Codajas,-3.8333,-62.0833,BR,SA-ESA
BRCUA,Curaca,-8.9833,-39.9,BR,SA-ESA
BRDIA,Dias d'Avila,-12.6167,-38.3,BR,SA-ESA
BRESA,Estrema,-22.8542299,-46.3189034,BR,SA-ESA
BRFEN,Fernando de Noronha,-3.85,-32.4167,BR,SA-ESA
BRFLN,Florianopolis,-27.5833,-48.5667,BR,SA-ESA
BRFNO,Forno Pt/Arraial do Cabo,-22.9667,-42.0333,BR,SA-ESA
BRGUA,Guamare,-5.1,-36.3167,BR,SA-ESA
BRGTB,Guaratuba,-25.9167,-48.5833,BR,SA-ESA
BRIPO,Ipojuca,-8.4,-35.05,BR,SA-ESA
BRIRO,Itabirito,-20.25,-43.8,BR,SA-ESA
BRIAR,Itacoatiara,-3.1333,-58.4333,BR,SA-ESA
BRSPB,Itaguai Pt = Sepetiba Pt,-22.8667,-43.7833,BR,SA-ESA
BRITZ,Itapemirim,-21.0167,-40.8333,BR,SA-ESA
BRIOA,Itapoa,-26.1167,-48.6,BR,SA-ESA
BRIQI,Itaqui,-2.6,-44.35,BR,NAE-CEN
BRJRV,Jaguariaiva,-24.25,-49.7,BR,SA-ESA
BRJPA,Joao Pessoa,-7.1167,-34.8667,BR,SA-ESA
BRJUR,Juruti,-2.1667,-56.0833,BR,SA-ESA
BRLDF,Lauro de Freitas,-12.9167,-38.35,BR,SA-ESA
BRMAI,Macaiba,-5.85,-35.35,BR,SA-ESA
BRMCZ,Maceio,-9.6667,-35.7167,BR,SA-ESA
BRMGU,Munguba,-0.9,-52.4167,BR,NAE-CEN
BRNVT,Navegantes,-26.9,-48.65,BR,SA-ESA
BRHAR,Nova Hartz,-29.5667,-50.9,BR,SA-ESA
BRNVU,Nova Uniao,-19.6833,-43.5667,BR,SA-ESA
BROUT,Outeiro,-1.25,-48.4333,BR,NAE-CEN
BRPNN,Parana,-12.55,-47.85,BR,SA-ESA
BRPNG,Paranagua,-25.5167,-48.5,BR,SA-ESA
BRPHB,Parnaiba,-2.9167,-41.7667,BR,SA-ESA
BRPEC,Pecem Pt/Sao Goncalo do Amarante,-3.5333,-38.8667,BR,SA-ESA
BRPEN,Pedras Negras,-12.85,-62.9,BR,SA-ESA
BRPOM,Pomerode,-26.75,-49.1667,BR,SA-ESA
BRPMA,Ponta da Madeira,-2.55,-44.3667,BR,NAE-CEN
BRPOU,Ponta do Ubu Pt/Anchieta,-20.7833,-40.5833,BR,SA-ESA
BRPOI,Potim,-22.8333,-45.25,BR,SA-ESA
BRREL,Regencia Terminal/Linhares,-19.6333,-39.8167,BR,SA-ESA
BRQRZ,Resende,-22.4667,-44.45,BR,SA-ESA
BRRIO,Rio de Janeiro,-22.8833,-43.2333,BR,SA-ESA
BRSAL,Salto Grande,-22.95,-49.9667,BR,SA-ESA
BRSLV,Salvaterra,-0.7667,-48.5167,BR,NAE-CEN
BRMCP,Santana Pt./Macapa,-0.05,-51.1667,BR,NAE-CEN
BRSTA,Santo Antonio de Padua,-21.5667,-42.1833,BR,SA-ESA
BRSSZ,Santos,-23.95,-46.3333,BR,SA-ESA
BRSLZ,Sao Luis,-2.5,-44.3,BR,NAE-CEN
BRSBJ,Sao Mateus,-18.7167,-39.85,BR,SA-ESA
BRSOM,Sao Tome,-22.8667,-51.1333,BR,SA-ESA
BRSVT,Sao Vicente,-23.95,-46.3833,BR,SA-ESA
BRSTS,Sento Se,-9.7167,-41.2833,BR,SA-ESA
BRTPR,Taperoa,-13.5167,-39.1,BR,SA-ESA
BRTMO,Timbo,-26.85,-49.2833,BR,SA-ESA
BRTRM,Tramandai,-29.9667,-50.1333,BR,SA-ESA
BRROA,Tres Coroas,-29.5333,-50.8,BR,SA-ESA
BRTFO,Triunfo,-29.95,-51.7167,BR,SA-ESA
BRTUB,Tubarao Pt./Vitoria,-20.2833,-40.2333,BR,SA-ESA
BRTUT,Tutoia,-2.75,-42.2667,BR,SA-ESA
BRVZC,Vera Cruz,-12.95,-38.6,BR,SA-ESA
BRVDC,Vila do Conde Pt/Barcarena,-1.5333,-48.7333,BR,NAE-CEN
BRVIX,Vitoria Pt,-20.3167,-40.3333,BR,SA-ESA
BRMAO,Port of Manaus,-3.133333333,-60,BR,SA-ESA
BRAAR,Acara,-1.95,-48.2,BR,NAE-CEN
BRABZ,Armacao dos Buzios,-22.75,-41.883,BR,SA-ESA
BRACT,Alcantara,-2.4,-44.417,BR,NAE-CEN
BRAFU,Afua,-0.15,-50.383,BR,NAE-CEN
BRAJU,Aracaju,-10.9,-37.033,BR,SA-ESA
BRALT,Alenquer,-1.95,-54.733,BR,SA-ESA
BRAMM,Almeirim,-1.517,-52.567,BR,NAE-CEN
BRANA,Ananindeua,-1.367,-48.367,BR,NAE-CEN
BRANH,Anhembi,-22.783,-48.117,BR,SA-ESA
BRANS,Araguatins,-5.65,-48.117,BR,NAE-CEN
BRANT,Antonina,-25.417,-48.7,BR,SA-ESA
BRARB,Aratu Pt / Candeias,-12.7736539,-38.4986495,BR,SA-ESA
BRARU,Aracatuba,-21.2,-50.433,BR,SA-ESA
BRAUN,Aruana,-14.9,-51.067,BR,SA-ESA
BRAUS,Autazes,-3.567,-59.133,BR,SA-ESA
BRBAC,Balneario Camboriu,-26.983,-48.633,BR,SA-ESA
BRBAZ,Barcelos,-0.967,-62.917,BR,SA-ESA
BRBCE,Bacabeira,-2.983,-44.3,BR,SA-ESA
BRBCT,Benjamin Constant,-4.367,-70.017,BR,SA-WSA
BRBEA,Barreirinha,-2.783,-57.067,BR,SA-ESA
BRBEI,Beruri,-3.883,-61.367,BR,SA-ESA
BRBIR,Bariri,-22.067,-48.733,BR,SA-ESA
BRBLE,Belmonte,-15.85,-38.867,BR,SA-ESA
BRBOB,Borba,-4.383,-59.583,BR,SA-ESA
BRBQQ,Barra,-11.083,-43.133,BR,SA-ESA
BRBSS,Balsas,-7.517,-46.033,BR,SA-ESA
BRBVI,Benevides,-1.35,-48.233,BR,NAE-CEN
BRBVR,Boa Vista do Ramos,-2.967,-57.583,BR,SA-ESA
BRCAN,Canoas,-29.917,-51.167,BR,SA-ESA
BRCAR,Coari,-4.083,-63.133,BR,SA-ESA
BRCCS,Conchas,-23,-48,BR,SA-ESA
BRCCX,Caceres,-16.067,-57.667,BR,SA-ESA
BRCCY,Caracarai,1.8,-61.133,BR,SA-ESA
BRCGA,Conceicao do Araguaia,-8.25,-49.25,BR,SA-ESA
BRCGZ,Campos dos Goytacazes,-21.75,-41.317,BR,SA-ESA
BRCHE,Chaves,-0.15,-49.983,BR,NAE-CEN
BRCHI,Cachoeira do Arari,-1,-48.95,BR,NAE-CEN
BRCLN,Carolina,-7.317,-47.467,BR,SA-ESA
BRCMA,Cameta,-2.233,-49.483,BR,NAE-CEN
BRCMG,Corumba,-19,-57.633,BR,SA-ESA
BRCPR,Cachoeira do Piria,-1.75,-46.533,BR,NAE-CEN
BRCQD,Charqueadas,-29.95,-51.617,BR,SA-ESA
BRCRL,Caravelas,-17.733,-39.25,BR,SA-ESA
BRCRY,Carauari,-4.867,-66.883,BR,SA-ESA
BRCSL,Cachoeira do Sul,-30.033,-52.883,BR,SA-ESA
BRCTM,Canutama,-6.517,-64.383,BR,SA-ESA
BRCUO,Cubatao,-23.883,-46.417,BR,SA-ESA
BRCVZ,Careiro da Varzea,-3.183,-59.817,BR,SA-ESA
BRCXB,Cumuruxatiba,-17.1,-39.18333,BR,SA-ESA
BRCZS,Cruzeiro do Sul,-7.617,-72.667,BR,SA-WSA
BRDCS,Duque de Caxias,-22.783,-43.3,BR,SA-ESA
BRERN,Eirunepe,-6.667,-69.85,BR,SA-WSA
BRETA,Estrela,-29.5,-51.967,BR,SA-ESA
BRFBA,Fonte Boa,-2.5,-66.083,BR,SA-ESA
BRFOR,Fortaleza,-3.717,-38.583,BR,SA-ESA
BRGIA,Guaira,-24.083,-54.233,BR,SA-ESA
BRGIB,Guaiba,-30.1,-51.3,BR,SA-ESA
BRGJR,Guajara,-7.533,-72.567,BR,SA-WSA
BRGNS,Galinhos,-5.083,-36.267,BR,SA-ESA
BRGRP,Gurupa,-1.4,-51.633,BR,NAE-CEN
BRGUJ,Guaruja,-23.983,-46.233,BR,SA-ESA
BRHMA,Humaita,-7.5,-63.017,BR,SA-ESA
BRIBB,Imbituba,-28.233,-48.667,BR,SA-ESA
BRIBE,Ilhabela,-23.783,-45.35,BR,SA-ESA
BRIBT,Ibotirama,-12.183,-43.217,BR,SA-ESA
BRIGU,Foz do Iguacu,-25.533,-54.583,BR,SA-ESA
BRIIM,Itapemirim,-21,-40.833,BR,SA-ESA
BRIMP,Imperatriz,-5.517,-47.467,BR,NAE-CEN
BRIOS,Ilheus,-14.783,-39.033,BR,SA-ESA
BRIPG,Itapiranga,-2.733,-58.033,BR,SA-ESA
BRIRB,Iranduba,-3.267,-60.183,BR,SA-ESA
BRISA,Ilha Solteira,-20.417,-51.333,BR,SA-ESA
BRITJ,Itajai,-26.9,-48.65,BR,SA-ESA
BRITQ,Itaqui,-29.117,-56.55,BR,SA-ESA
BRIXA,Ipixuna,-7.05,-71.683,BR,SA-WSA
BRJAG,Jaguarao,-32.55,-53.367,BR,SA-ESA
BRJAU,Jau,-22.283,-48.55,BR,SA-ESA
BRJZO,Juazeiro,-9.4,-40.5,BR,SA-ESA
BRLDR,Ladario,-19,-57.6,BR,SA-ESA
BRLJI,Laranjal do Jari,-0.85,-52.533,BR,NAE-CEN
BRLNH,Linhares,-19.38333,-40.05,BR,SA-ESA
BRLRS,Linhares,-19.383,-40.05,BR,SA-ESA
BRMAB,Maraba,-5.35,-49.133,BR,NAE-CEN
BRMAR,Maragogipe,-12.767,-38.917,BR,SA-ESA
BRMAS,Maues,-3.383,-57.7,BR,SA-ESA
BRMCU,Macau,-5.1,-36.633,BR,SA-ESA
BRMDD,Madre de Deus,-12.733,-38.6,BR,SA-ESA
BRMEA,Macae,-22.367,-41.767,BR,SA-ESA
BRMGT,Mangaratiba,-22.95,-44.033,BR,SA-ESA
BRMNV,Mundo Novo,-23.933,-54.267,BR,SA-ESA
BRMNX,Manicore,-5.8,-61.283,BR,SA-ESA
BRMOS,Mossoro,-5.183,-37.35,BR,SA-ESA
BRMOU,Moju,-1.883,-48.767,BR,NAE-CEN
BRMPR,Manacapuru,-3.283,-60.617,BR,SA-ESA
BRMQR,Manaquiri,-3.417,-60.45,BR,SA-ESA
BRMRC,Marica,-22.917,-42.817,BR,SA-ESA
BRNAA,Nhamunda,-2.183,-56.717,BR,SA-ESA
BRNAO,Novo Airao,-2.617,-60.933,BR,SA-ESA
BRNAT,Natal,-5.75,-35.25,BR,SA-ESA
BRNON,Nova Olinda do Norte,-3.883,-59.083,BR,SA-ESA
BRNOR,Praia Norte,-5.383,-47.8,BR,NAE-CEN
BRNTR,Niteroi,-22.883,-43.067,BR,SA-ESA
BRNVP,Novo Aripuana,-5.117,-60.367,BR,SA-ESA
BROSX,OSX1 FPSO,-22.9,-43.13333,BR,SA-ESA
BRPBD,Pato Bragado,-24.617,-54.217,BR,SA-ESA
BRPBO,Porto Belo,-27.133,-48.6,BR,SA-ESA
BRPDM,Porto de Moz,-1.733,-52.233,BR,NAE-CEN
BRPEO,Presidente Epitacio,-21.767,-52.1,BR,SA-ESA
BRPET,Pelotas,-31.717,-52.333,BR,SA-ESA
BRPFX,Ponta do Felix/Antonina,-25.45,-48.66667,BR,SA-ESA
BRPIN,Parintins,-2.617,-56.733,BR,SA-ESA
BRPIP,Pirapora,-17.333,-44.95,BR,SA-ESA
BRPKY,Presidente Kennedy,-21.1,-41.05,BR,SA-ESA
BRPMH,Porto Murtinho,-21.7,-57.883,BR,SA-ESA
BRPNS,Pederneiras,-22.35,-48.767,BR,SA-ESA
BRPNX,Panorama,-21.35,-51.85,BR,SA-ESA
BRPNZ,Petrolina,-9.383,-40.483,BR,SA-ESA
BRPOA,Porto Alegre,-30.017,-51.217,BR,SA-ESA
BRPOL,Portel,-1.933,-50.817,BR,NAE-CEN
BRPPN,Pontal do Parana,-25.583,-48.433,BR,SA-ESA
BRPRH,Prainha,-1.8,-53.467,BR,SA-ESA
BRPRM,Praia Mole Pt / Vitoria,-20.3,-40.217,BR,SA-ESA
BRPRU,Paracuru,-3.4,-39.017,BR,SA-ESA
BRPVH,Porto Velho,-8.767,-63.817,BR,SA-ESA
BRPWA,Porto Acre,-9.6,-67.533,BR,SA-WSA
BRPWR,Porto Walter,-8.25,-72.733,BR,SA-WSA
BRQFS,Sao Franciso do Sul,-26.28333,-48.63333,BR,SA-ESA
BRREC,Recife,-8.05,-34.883,BR,SA-ESA
BRRGC,Araguacema,-8.8,-49.55,BR,SA-ESA
BRRIG,Rio Grande,-32.05,-52.083,BR,SA-ESA
BRRPO,Rio Pardo,-29.983,-52.367,BR,SA-ESA
BRSEF,Senador Jose Porfirio,-2.583,-51.95,BR,NAE-CEN
BRSER,Serra,-20.15,-40.267,BR,SA-ESA
BRSFS,Sao Francisco do Sul,-26.233,-48.633,BR,SA-ESA
BRSGM,Sao Miguel do Guama,-1.617,-47.467,BR,NAE-CEN
BRSGO,Sao Goncalo,-22.817,-43.017,BR,SA-ESA
BRSIR,Santa Isabel do Rio Negro,-0.417,-65.017,BR,SA-ESA
BRSMS,Sao Mateus,-18.717,-39.85,BR,SA-ESA
BRSNH,Santa Helena,-24.85,-54.333,BR,SA-ESA
BRSPD,Sao Pedro,-22.533,-47.9,BR,SA-ESA
BRSPV,Sao Paulo de Olivenca,-3.45,-68.933,BR,SA-ESA
BRSSA,Salvador,-13,-38.483,BR,SA-ESA
BRSSB,Sao Sebastiao do Uatuma,-2.567,-57.867,BR,SA-ESA
BRSSI,Sao Simao,-18.983,-50.533,BR,SA-ESA
BRSSO,Sao Sebastiao,-23.8,-45.4,BR,SA-ESA
BRSSR,Santa Maria da Serra,-22.567,-48.15,BR,SA-ESA
BRSTU,Santa Terezinha de Itaipu,-25.433,-54.383,BR,SA-ESA
BRSUA,Suape Pt / Ipojuca,-8.4,-34.967,BR,SA-ESA
BRSUE,Soure,-0.717,-48.5,BR,NAE-CEN
BRSVP,Santa Vitoria do Palmar,-33.517,-53.367,BR,SA-ESA
BRTAQ,Taquari,-29.8,-51.85,BR,SA-ESA
BRTBT,Tabatinga,-4.217,-69.933,BR,SA-WSA
BRTFF,Tefe,-3.333,-64.7,BR,SA-ESA
BRTLD,Tailandia,-2.933,-48.95,BR,NAE-CEN
BRTLG,Tres Lagoas,-20.783,-51.7,BR,SA-ESA
BRTNS,Tonantins,-2.85,-67.767,BR,SA-ESA
BRTPW,Tapaua,-5.617,-63.183,BR,SA-ESA
BRTRO,Terra Roxa,-24.167,-54.083,BR,SA-ESA
BRTST,Terra Santa,-2.1,-56.483,BR,SA-ESA
BRTTE,Tubarao,-20.28333,-40.23333,BR,SA-ESA
BRUBT,Ubatuba,-23.433,-45.067,BR,SA-ESA
BRURT,Urucurituba,-3.133,-58.15,BR,SA-ESA
BRVDX,Vitoria do Xingu,-2.883,-52,BR,NAE-CEN
BRVGR,Varzea Grande,-15.65,-56.133,BR,SA-ESA
BRVIE,Vila Bela da Santissima Trindade,-15,-59.95,BR,SA-WSA
BRVLC,Vila do Conde,-1.53333,-48.75,BR,NAE-CEN
BRVVE,Vila Velha,-20.333,-40.283,BR,SA-ESA
BRXAA,Xambioa,-6.4,-48.517,BR,NAE-CEN
BRXQI,Xique-Xique,-10.817,-42.717,BR,SA-ESA
